2-gram	*/*	2/*	3/*	4/*	5/*	6/*	7/*	8/*	9/*	2/1:2	3/1:2	3/2:3	4/1:2	4/2:3	4/3:4	5/1:2	5/2:3	5/3:4	5/4:5	6/1:2	6/2:3	6/3:4	6/4:5	6/5:6	7/1:2	7/2:3	7/3:4	7/4:5	7/5:6	7/6:7	8/1:2	8/2:3	8/3:4	8/4:5	8/5:6	8/6:7	8/7:8	9/1:2	9/2:3	9/3:4	9/4:5	9/5:6	9/6:7	9/7:8	9/8:9	*/1:2	*/2:3	*/3:4	*/4:5	*/5:6	*/6:7	*/7:8	*/8:9	*/9:10	*/-9:-8	*/-8:-7	*/-7:-6	*/-6:-5	*/-5:-4	*/-4:-3	*/-3:-2	*/-2:-1
ZU	60692846	10677689	13953009	3135807	2908854	6657058	8201750	6365205	6537646	10677689	12348756	1604253	2411288	367906	356613	636088	1482181	676567	114018	4342056	0	2002075	312927	0	598185	0	439814	6807425	0	356326	1512691	0	126483	4726031	0	0	0	524688	0	0	0	4868187	1037310	107461	0	33605620	3454340	3601552	12064033	6194323	1665517	107461	0	0	524688	1512691	729513	5663347	10942001	13740279	13813617	13108899
BN	59062122	1603271	7502561	8751199	1146002	1308718	3114717	19183717	3411254	1603271	1748866	5753695	0	0	8751199	0	1146002	0	0	0	217671	1091047	0	0	0	0	185952	2928765	0	0	0	14195398	0	2011734	2976585	0	0	0	1983938	601649	0	825667	0	0	0	3352137	35047899	11250138	5046616	4365332	0	0	0	0	2746624	2120262	14903164	563080	3241024	8142399	1748866	16108165
IH	58966344	1405784	8311165	6109108	9892735	1181671	1107687	3457294	2090146	1405784	6490312	1820853	1940975	754963	3413170	2463345	6184305	965377	279708	0	1037278	144393	0	0	0	0	869726	128039	109922	0	0	1857889	0	682489	916916	0	0	0	412874	885947	396768	394557	0	0	0	12300416	12739929	6278613	9528078	1940718	15906021	0	106948	0	3719770	2239206	4669783	1279170	20743583	9314628	8320574	6919515
TG	55522877	1446201	1236361	0	145955	423884	4394633	18738411	13749205	1446201	795832	440529	0	0	0	0	0	145955	0	0	0	423884	0	0	0	0	2451335	1943298	0	0	0	0	3554246	14402199	781966	0	0	0	0	1863567	7773928	4111710	0	0	0	2242033	440529	9031204	36878429	6794363	0	0	0	0	4828962	929960	9339984	12148385	20965244	3149148	941787	1886730
XV	55076715	9711449	13311509	12521946	11953627	4597882	1605389	126295	1248618	9711449	9893802	3417707	7621965	3279921	1620060	7240951	2984516	1586256	141904	183517	2810427	1463383	140555	0	124113	0	1348663	132613	0	0	0	0	0	126295	0	0	0	0	0	0	1248618	0	0	0	0	34775797	12492571	6018362	1789985	0	0	0	0	0	0	0	124113	1432135	11526336	12202477	14900534	14891120
UZ	53873803	215229	1526916	7574988	10941141	11927069	14624576	4406743	398042	215229	150130	1376786	0	2748657	4826331	459061	6449367	3588850	443863	320912	10699299	372648	221798	312412	0	12710245	226343	673102	1014886	0	0	3569422	0	124860	0	0	712461	0	398042	0	0	0	0	0	0	1939475	39030996	9152134	1606139	1432598	0	712461	0	0	1079178	536004	3711938	13136457	11509563	7495117	7724321	7887082
BC	53278096	7794346	18054467	1866706	124697	499526	943495	1035211	348446	7794346	4434620	13619847	131600	1069300	665806	0	124697	0	0	0	128816	370710	0	0	0	0	943495	0	0	0	0	0	1035211	0	0	0	0	0	0	348446	0	0	0	0	0	12360566	14942660	25974870	0	0	0	0	0	0	3935870	4033839	348446	1035211	1072311	627007	5503920	22079999
XF	52374239	222248	0	0	311833	49518636	957604	179224	0	222248	0	0	0	0	0	0	311833	0	0	0	49518636	0	0	0	0	0	957604	0	0	0	0	0	179224	0	0	0	0	0	0	0	0	0	0	0	0	222248	51015163	1136828	0	0	0	0	0	0	113912	0	0	179224	50476240	311833	0	222248
YZ	51097953	185888	850358	0	147370	542832	10619429	17176113	19163024	185888	0	850358	0	0	0	0	0	147370	0	0	0	159793	177433	205606	0	103695	0	0	10515734	0	0	0	0	0	16311536	864577	0	0	6927964	0	0	7801342	4226094	207624	0	185888	8376638	307163	177433	35221890	5813185	1015756	0	0	494621	6927964	0	491367	8523856	21505555	11912738	1241852
KM	50449220	17117313	1414444	0	646594	102870	17169330	3800624	2892013	17117313	1414444	0	0	0	0	171468	475126	0	0	0	0	102870	0	0	0	0	0	17169330	0	0	0	0	0	1364921	2435703	0	0	0	0	0	637168	2147320	107525	0	0	18703225	475126	102870	23101073	5201547	2865379	0	0	0	378532	3132449	1216356	1477985	5421587	20290554	1414444	17117313
DP	48855638	2664240	15344608	1978983	484470	155054	3006413	4073171	2264913	2664240	2204119	13140489	363942	275805	1339236	0	0	484470	0	0	0	155054	0	0	0	0	594567	391565	2020281	0	0	0	2796981	1276190	0	0	0	0	0	842649	1132326	289938	0	0	0	5232301	13416294	6440039	5584224	18076002	0	106778	0	0	0	5226182	3790875	14531907	2160695	1017339	4984675	17143965
LH	45643026	2611490	1013028	673124	15038415	1987069	8772483	4081016	2945063	2611490	895952	117076	402046	0	271078	784479	0	14253936	0	0	270993	1505038	211038	0	0	0	8540444	117595	0	114444	0	584103	1126568	1898772	0	471573	0	0	0	700062	912182	1179195	153624	0	0	4693967	972172	30058911	4603936	2544817	2643723	0	125500	0	2227442	2917898	2152700	3850767	13028092	2178303	15832499	3114088
WF	45330551	661723	777180	124657	10752278	8179501	2235656	14321361	2156597	661723	163286	613894	0	124657	0	0	10752278	0	0	0	0	8179501	0	0	0	1931791	303865	0	0	0	0	0	2884040	6085749	5351572	0	0	0	151871	0	286450	0	1718276	0	0	825009	13574491	15371004	7065666	6339604	2154777	0	0	0	0	860547	693467	6411116	6389614	26001627	287943	1275617
KF	44759608	467528	0	227288	0	0	0	7367655	30797440	467528	0	0	107626	0	119662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3402193	3965462	0	0	0	0	0	4472948	26324492	0	0	0	575154	0	119662	7994594	35947776	0	122422	0	0	0	1030609	2625470	6716566	29726685	4073088	0	587190
PF	41022263	2513003	2177396	891481	3791656	966089	23953969	2216172	1623181	2513003	1325685	851711	138317	0	753164	316244	0	0	3475412	325195	0	405393	0	235501	796350	185113	193801	22778705	0	0	975690	0	133563	1106919	0	0	0	0	0	0	726250	118584	491382	0	286965	6390484	1036824	1485921	30077190	354085	491382	575620	286965	0	176548	1552110	2033286	1370121	1735548	24389417	1325685	8439548
CF	39704311	28689495	7564539	1061602	151383	0	0	418990	1229056	28689495	5033439	2531100	856872	204730	0	0	151383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418990	0	0	0	0	0	0	1229056	0	0	0	0	0	0	34579806	4535259	589246	0	0	0	0	0	0	0	1818302	418990	0	0	1008255	5238169	31220595
MT	38538709	8459417	8193135	1404818	4759157	13328773	675158	839189	124815	8459417	4139538	4053597	240398	671809	492611	344371	0	3776089	638697	0	326000	1309115	10279341	1414317	0	0	0	0	675158	0	0	0	522257	0	0	0	316932	0	0	0	0	0	0	124815	0	13183724	5051406	6249154	10918038	2089475	0	1046912	0	0	149082	0	0	522257	670371	2154678	19666750	15375571
YU	37436235	3762699	2718467	8534636	4083830	3886892	2143196	3507035	718363	3762699	2022617	695850	7657888	651517	225231	3391701	345199	346930	0	1190674	916676	457869	0	1321673	1544701	235760	0	0	362735	0	2567500	291628	0	312230	335677	0	0	349336	369027	0	0	0	0	0	0	29077384	3667882	1030030	1530937	2020085	0	109917	0	0	974148	2936527	1836329	1426434	4730524	8796633	3383799	6005453
CP	37067423	5991859	22562295	2882132	2380846	260172	347989	171230	1234872	5991859	12776156	9786139	1559360	106978	1215794	0	0	505537	1875309	0	260172	0	0	0	0	129116	0	218873	0	0	0	0	171230	0	0	0	0	0	1234872	0	0	0	0	0	0	20327375	11517277	3128589	2094182	0	0	0	0	0	0	2470900	0	300346	260172	1778233	13388671	18869101
PB	36901495	3204465	3872942	464209	0	546543	1162238	16392596	5059731	3204465	2502002	1370940	320113	144096	0	0	0	0	0	0	546543	0	0	0	0	202272	959966	0	0	0	0	0	2157279	14235317	0	0	0	0	290806	823656	3241649	703620	0	0	0	6026580	4943701	3940901	21022401	967912	0	0	0	0	4911029	1201368	936544	5865492	16445446	320113	2646098	4575405
TD	36539510	1868023	14147633	761140	4669007	415351	7667704	5306673	665640	1868023	1216537	12931096	207772	553368	0	0	344371	3823682	500954	0	0	415351	0	0	0	0	7667704	0	0	0	0	0	4046750	1259923	0	0	0	0	0	198013	139747	327880	0	0	0	3292332	13828835	16293400	2286767	507392	0	330784	0	0	386143	0	198013	4366009	9255507	1298278	5593587	15300073
ZL	35456851	271069	0	197746	818292	11110662	13729202	6701292	824060	271069	0	0	0	0	197746	104655	0	0	713637	140009	0	286490	10684163	0	0	0	1145680	10774145	1809377	0	0	0	106234	6050563	544495	0	0	0	0	191795	0	419353	212912	0	0	515733	0	1927945	28823267	2911187	1043800	234919	0	0	0	0	1499098	384205	7844595	12052961	12493540	1182452
SV	35005005	1142618	4880399	920982	104050	616379	891598	1358352	3830268	1142618	3189431	1690968	540255	197240	183487	104050	0	0	0	435664	180715	0	0	0	773457	118141	0	0	0	0	1358352	0	0	0	0	0	0	0	0	0	1050803	2779465	0	0	0	7686365	2187064	183487	1050803	20368457	1922855	112594	0	0	301312	2959757	1381872	20059565	3215962	540255	3386671	3017073
HC	34631551	1658017	7525814	941600	572596	126556	0	920039	2865916	1658017	4408764	3117050	204730	736870	0	0	0	572596	0	0	0	126556	0	0	0	0	0	0	0	0	0	0	412731	507308	0	0	0	0	0	0	203630	2662286	0	0	0	6271511	3853920	1111883	710938	14198347	6331389	0	0	573729	0	2153563	7349730	5085560	9218115	331286	5718230	4775067
MG	34537023	27981306	5340452	367426	0	0	0	269867	0	27981306	3775519	1564933	230056	0	137370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100767	0	169100	0	0	0	0	0	0	0	0	0	0	0	31986881	1665700	137370	747072	0	0	0	0	0	0	293025	385714	0	169100	230056	3775519	29683609
PW	34037460	926291	857536	0	0	15971304	9806452	2035648	2763941	926291	857536	0	0	0	0	0	0	0	0	0	15971304	0	0	0	0	9171670	634782	0	0	0	0	379443	252206	1403999	0	0	0	0	579104	0	1827063	357774	0	0	0	1783827	26101521	886988	4722191	542933	0	0	0	0	0	1782750	852085	11250939	18367859	0	857536	926291
GF	33962536	831574	2997076	792502	0	0	362408	3401556	1936894	831574	777640	2219436	0	260612	531890	0	0	0	0	0	0	0	0	0	0	0	362408	0	0	0	0	0	0	1297166	2104390	0	0	0	0	0	1936894	0	0	0	0	1609214	2480048	894298	5682936	2936935	4935224	15246971	176910	0	0	825998	2226768	8591121	2531192	15166305	1038252	3582900
PD	33798376	3312296	8772759	1954441	100391	7928463	8753457	2719379	0	3312296	5025222	3747537	721673	0	1232768	0	100391	0	0	0	7928463	0	0	0	0	7708844	0	1044613	0	0	0	2236952	0	374541	107886	0	0	0	0	0	0	0	0	0	0	9059191	21722187	1232768	1676344	107886	0	0	0	0	257190	0	2236952	7708844	8303004	1974563	5025222	8292601
PN	33536129	1790981	4001525	309524	1074607	481995	1460915	6712222	12082359	1790981	1941465	2060060	0	119861	189663	0	933324	0	141283	242638	132285	107072	0	0	0	0	0	1460915	0	0	0	0	4614650	1362075	735497	0	0	7642173	0	1322439	0	2914659	203088	0	0	15719853	3245530	7270854	2964273	3650156	203088	0	482375	0	7874805	768111	1322439	4857288	4409019	3689639	2061326	4181987
PC	33156666	9697251	16962536	1631984	140166	320063	1233317	2185298	333826	9697251	10712420	6250116	774431	697598	159955	0	140166	0	0	117521	202542	0	0	0	0	0	1116996	0	0	116321	0	1711022	131785	342491	0	0	0	0	162594	0	171232	0	0	0	0	21301623	9164038	1408736	767560	0	514709	0	0	0	253837	162594	1711022	420538	2060417	914597	11410018	16223643
RX	32990613	761248	0	15043459	0	853070	14338166	1609414	0	761248	0	0	0	0	15043459	0	0	0	0	0	0	853070	0	0	0	0	14338166	0	0	0	0	0	1609414	0	0	0	0	0	0	0	0	0	0	0	0	761248	0	31844109	0	0	0	385256	0	0	0	0	0	1609414	14338166	1238326	0	15804707
TV	32805751	20158884	3390509	1250475	164326	2103420	1479900	2397591	117416	20158884	1633322	1757187	274929	0	975546	0	0	0	164326	0	0	1774508	328912	0	329290	0	775330	0	249169	126111	0	0	650249	1479740	118630	148972	0	0	0	0	0	0	117416	0	0	22396425	1757187	4175633	1972978	367799	392499	0	102486	1640744	0	0	329290	752735	2255070	2733891	3394287	23340478
IJ	31324465	1399127	842155	3357892	3920163	4501357	8216975	3429906	3605401	1399127	115525	726630	0	3357892	0	123676	1822713	1973774	0	0	993534	3376096	131727	0	128039	1619918	5529366	491675	447977	0	0	1366184	122854	384480	140871	1415517	0	0	710120	0	2895281	0	0	0	0	1766367	11355728	11002090	3903163	588848	1415517	1047159	135096	0	0	710120	1494223	4638053	7171536	6873130	7442412	2236254
WM	30732232	5081634	1357522	0	0	10069081	3007856	1198387	7061526	5081634	996577	360945	0	0	0	0	0	0	0	0	0	10069081	0	0	0	0	1102938	1904918	0	0	0	0	609351	169376	0	0	419660	0	0	1838454	218924	4541607	462541	0	0	6078211	360945	13619824	2956198	6834853	462541	419660	0	0	0	457017	2044417	3121521	5813921	12436540	996577	5862239
UH	30097154	3239054	5031660	4153198	1220506	1033686	4125288	8642321	850948	3239054	804875	4226785	0	3928177	225021	102704	617576	189423	310803	0	1033686	0	0	0	0	1037184	929828	927987	1230289	0	0	7576997	0	454450	610874	0	0	0	0	0	0	285131	0	565817	0	4146633	19618398	1344272	2009109	2412925	0	565817	0	0	932299	202706	7849482	1164493	2805799	2156437	6718581	8001663
WK	30095733	831798	334031	4996132	2879951	3588212	13188856	741743	1891241	831798	202816	131215	0	0	4996132	0	0	2779308	100643	0	0	2093489	0	1494723	0	6632502	5957525	0	464157	134672	0	0	0	0	118739	0	623004	0	1411601	0	0	172123	0	199526	107991	1034614	9133660	16411552	100643	2249742	235001	822530	107991	0	136372	1860327	0	6732831	6129648	2212228	3645807	8420178
WB	29929113	1400644	682332	0	248036	2873649	10768938	5406207	3029693	1400644	545053	137279	0	0	0	0	0	248036	0	0	0	2873649	0	0	0	0	10107559	372529	288850	0	0	0	2115685	3004686	185328	100508	0	0	0	118216	2563922	347555	0	0	0	1945697	137279	15962692	6770717	4794344	318384	0	0	0	499547	1781227	947796	6870991	13677676	3431506	1182447	1537923
BH	29797934	780106	1286077	1871295	3974087	7324990	2737641	4135557	2915149	780106	735703	550374	889273	0	982022	1012864	723214	2238009	0	5524521	342213	851081	607175	0	2032280	0	602397	102964	0	0	1772056	843338	1103740	100507	123916	192000	0	1090111	613856	0	807525	180406	0	223251	0	14777709	4701014	6387386	1792504	1223014	442528	223251	250528	0	2693822	2715531	3968643	7686314	2238387	2940976	3996138	2312502
OQ	29227658	208876	391518	0	558111	862866	4021556	9795334	7470110	208876	0	391518	0	0	0	0	445245	0	112866	0	0	760914	0	101952	0	0	414929	3606627	0	0	0	868624	8156913	0	769797	0	0	0	281253	6131859	0	261231	795767	0	0	208876	2534044	16893083	3719493	4170472	1369506	0	332184	0	659150	2197342	7000483	11377351	676160	6378350	0	815212
KT	29132180	1337637	620720	117865	1109447	2706312	4560147	8686614	2519637	1337637	244751	375969	0	0	117865	0	142855	665550	301042	0	110596	893111	1468474	234131	0	178555	0	4218557	163035	0	0	0	105928	4330436	3758881	246863	244506	0	0	111393	1784187	435478	188579	0	0	1582388	807975	1893847	12762094	8864419	561847	347514	937436	0	1023519	2911421	349976	2930447	5002915	11514079	2788673	2611150
RQ	28152573	350884	288373	0	0	6723412	10283569	3700549	3244461	350884	0	288373	0	0	0	0	0	0	0	0	0	6723412	0	0	0	0	10283569	0	0	0	0	454450	2684270	347860	213969	0	0	0	0	3061778	0	182683	0	0	0	350884	872023	23983262	347860	539878	0	0	2058666	0	807430	566029	3516228	2684270	10814112	8996047	0	639257
KB	25406204	2432968	326628	790616	1794747	219485	460270	7012824	4797579	2432968	326628	0	790616	0	0	0	1794747	0	0	0	0	0	219485	0	0	0	0	460270	0	0	0	0	0	6657109	355715	0	0	0	0	0	1875823	2921756	0	0	0	3550212	1794747	0	10341586	9550660	0	168999	0	0	274818	1172505	1698918	6131670	9747864	3401348	546113	2432968
CG	24975673	1357990	5055644	403229	1037624	9313697	2868085	2804498	1036443	1357990	1822515	3233129	403229	0	0	0	1037624	0	0	0	9313697	0	0	0	0	2868085	0	0	0	0	0	2694041	110457	0	0	0	0	0	0	1036443	0	0	0	0	0	3583734	20081406	1310533	0	0	0	0	0	0	765047	0	3730484	2978542	9313697	1440853	1822515	4591119
VR	24701238	1304707	509085	878366	4708195	6524620	4108188	1483014	2725239	1304707	105686	403399	670521	207845	0	1161099	615311	2931785	0	0	131077	2373532	4020011	0	133824	311739	925939	2116373	620313	0	256045	0	411454	161820	0	653695	0	0	110556	0	957223	0	0	1657460	0	3631882	1779927	6642710	7255427	620313	653695	3783868	169783	163633	0	366601	133824	1680416	2926622	7688874	10196795	1708106
CN	24249641	2907521	6879156	2455390	299846	5337050	3090449	1785641	224414	2907521	5929891	949265	584055	1474734	396601	0	175998	123848	0	0	1647891	3689159	0	0	0	2028925	1061524	0	0	0	0	1431798	353843	0	0	0	0	0	0	224414	0	0	0	0	0	9421467	8034926	6253033	0	0	0	540215	0	0	326315	403644	2074034	2382768	2831808	4449212	7528473	4253387
PK	23099462	1381900	2039067	137259	0	3137324	12112228	1557077	457642	1381900	1746171	292896	0	0	137259	0	0	0	0	0	1039396	1765800	332128	0	0	0	10336476	1775752	0	0	0	0	0	1557077	0	0	0	0	0	457642	0	0	0	0	0	3128071	1332292	12697177	5941922	0	0	0	0	0	0	1378442	1356165	0	12932949	3541552	2078299	1812055
UU	22006895	348907	148146	978517	365631	12397257	128242	586038	6666178	348907	0	148146	137073	841444	0	0	0	365631	0	0	0	0	12397257	0	0	0	0	128242	0	0	0	0	0	0	0	586038	0	0	0	0	135901	0	0	6530277	0	485980	989590	365631	12661400	0	586038	6530277	0	0	0	0	0	135901	0	653294	20720647	497053
YF	21246637	368571	0	221276	0	3169314	4353576	3946861	5435649	368571	0	0	0	221276	0	0	0	0	0	0	0	3169314	0	0	0	0	717928	3635648	0	0	0	0	2600264	1346597	0	0	0	0	0	3752721	912996	769932	0	0	0	368571	221276	10700489	6493176	769932	2478212	214981	0	0	0	1058197	3752721	3705488	5335422	6804962	221276	368571
WP	20982546	1058962	1357595	0	0	2029156	4203854	783383	8602521	1058962	902601	454994	0	0	0	0	0	0	0	0	0	2029156	0	0	0	0	4203854	0	0	0	0	0	0	783383	0	0	0	0	0	0	8602521	0	0	0	0	1961563	454994	6389288	11888099	0	288602	0	0	0	0	156278	2502195	8734898	5143462	2029156	902601	1513956
CZ	20601701	314395	0	2567387	5562135	2949858	648538	826186	0	314395	0	0	2397386	0	170001	5562135	0	0	0	1651058	1298800	0	0	0	648538	0	0	0	0	0	0	0	112123	0	0	305011	409052	0	0	0	0	0	0	0	0	17576991	1432550	282124	0	0	305011	409052	113552	380207	133750	0	648538	1763181	6860935	2510938	305011	1375869
KP	20492678	753333	1306296	137370	0	0	1974107	1503968	9077650	753333	1306296	0	137370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1974107	0	0	0	0	0	1236053	267915	0	0	0	0	0	7727714	1349936	0	0	0	2196999	0	0	14165074	4130605	0	0	0	0	0	1615409	2409077	9315385	2585989	2379392	1306296	753333
DQ	19927900	412178	0	0	0	0	0	0	470029	412178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470029	0	0	0	0	412178	0	0	19515722	0	0	0	0	0	18374453	174637	0	470029	0	0	0	412178
WU	19601657	4218003	612153	710232	9507819	1096885	1228285	1129728	420113	4218003	612153	0	485499	224733	0	2680091	6695422	0	132306	1096885	0	0	0	0	230222	0	0	998063	0	0	445725	0	0	0	0	684003	0	420113	0	0	0	0	0	0	0	10867130	6920155	0	1130369	0	684003	0	0	0	420113	445725	230222	1096885	2680091	8178984	1520889	4350309
FM	19340776	3326644	1934736	632517	100340	126844	8544904	3569255	475223	3326644	1109487	825249	632517	0	0	100340	0	0	0	0	0	126844	0	0	0	0	973369	7571535	0	0	0	0	0	3099920	469335	0	0	0	0	0	0	346891	128332	0	0	5168988	825249	1523938	10878043	816226	128332	0	0	0	0	255685	0	0	4520520	8928563	1109487	4151893
WC	19008254	2236560	1029174	527335	293311	0	2222658	3206927	8906802	2236560	747350	281824	171388	355947	0	0	0	293311	0	0	0	0	0	0	0	0	2222658	0	0	0	155973	0	2257104	793850	0	0	0	0	0	7454488	1452314	0	0	0	0	3311271	637771	12227561	2597216	0	234435	0	0	0	109360	155973	7805540	3709418	3141583	171388	1396608	2518384
MD	18929019	7730845	5538694	756134	726875	3028322	464405	683744	0	7730845	2179594	3359100	142906	499560	113668	163808	323517	239550	0	0	0	3028322	0	0	0	0	464405	0	0	0	0	216740	0	0	467004	0	0	0	0	0	0	0	0	0	0	10217153	4398917	3845945	0	467004	0	0	0	0	0	0	216740	0	628213	3961749	2918704	11203613
KD	18894758	1159460	1212917	0	0	363502	1324982	3026932	10850356	1159460	1212917	0	0	0	0	0	0	0	0	0	0	363502	0	0	0	0	0	1324982	0	0	0	0	0	3026932	0	0	0	0	0	0	238603	10611753	0	0	0	2372377	0	363502	4590517	11568362	0	0	0	0	0	0	0	1195212	13638685	1688484	1212917	1159460
ZH	18782710	386290	1466749	2804866	4182806	776680	1046653	3641459	3418162	386290	1466749	0	2804866	0	0	3906711	276095	0	0	508631	0	268049	0	0	514460	0	0	532193	0	0	1094486	0	0	1636078	730633	0	180262	0	0	2798883	0	104478	514801	0	0	10682193	276095	3066932	3227316	835111	514801	180262	0	0	548093	1397284	3521497	508631	5647267	5126637	1466749	566552
GW	18260884	852271	0	1644406	688643	799328	3779509	4391788	3690465	852271	0	0	1644406	0	0	556337	0	132306	0	287284	0	512044	0	0	727552	0	1577250	1474707	0	0	0	0	0	4391788	0	0	0	734067	0	0	286236	234579	2435583	0	0	4801917	0	2221600	6983537	387041	2601636	1032856	232297	0	734067	410546	1147812	1286393	7630749	6066740	132306	852271
RZ	17993128	193671	0	1482634	3513051	4998148	2380092	1441769	1313455	193671	0	0	0	0	1482634	0	104118	3408933	0	0	0	3577955	929092	491101	0	0	0	385865	580541	1413686	0	0	1303872	0	0	137897	0	0	246014	305186	394233	187203	0	0	180819	193671	832855	10918517	1997106	1258845	2445387	0	346747	0	1509773	1028074	305186	1910652	187203	4233866	5056463	3761911
CB	17751935	2694639	9158305	1121968	264126	124984	3940759	447154	0	2694639	7158899	1999406	101568	1020400	0	0	264126	0	0	0	124984	0	0	0	0	942740	2998019	0	0	0	0	230181	216973	0	0	0	0	0	0	0	0	0	0	0	0	9955106	4581837	3214992	0	0	0	0	0	0	0	0	230181	1159713	3123003	365694	8179299	4694045
IW	17611969	388587	1150088	523198	682065	9217534	1616470	727922	2471831	388587	1150088	0	107711	415487	0	132290	549775	0	0	0	235126	8982408	0	0	292719	168738	0	1003901	151112	0	0	318609	0	409313	0	0	0	0	0	1056819	0	1415012	0	0	0	2071395	1687735	10039227	1941582	1566124	0	0	305906	0	0	0	2196515	168738	2497647	10643795	1716687	388587
XL	16728256	2505714	1893573	5125746	2459594	3923950	357898	139890	321891	2505714	1793564	100009	2853423	2272323	0	1385807	1073787	0	0	604862	0	3319088	0	0	0	0	218834	139064	0	0	0	0	0	0	0	139890	0	0	0	0	0	0	0	321891	0	9143370	3446119	3537922	139064	0	139890	321891	0	0	0	0	0	604862	1604641	7385362	4527668	2605723
HP	16696129	3298570	3448343	1153548	0	0	366454	292849	1101519	3298570	1509152	1939191	1153548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366454	0	0	0	0	0	0	292849	0	0	0	0	0	286226	642040	173253	0	0	5961270	1939191	0	1026538	5659005	173253	1936872	0	0	135423	100405	300922	4847450	642040	3922976	1509152	5237761
MW	16465357	2540547	1033695	168755	0	371345	962234	9695298	105653	2540547	256618	777077	0	168755	0	0	0	0	0	202253	169092	0	0	0	0	0	195820	766414	0	0	0	0	184076	9511222	0	0	0	0	0	0	105653	0	0	0	0	2999418	1114924	379896	10906279	789012	275828	0	0	0	0	522990	544007	736987	10151962	766414	425373	3317624
VS	16263248	5469042	2439144	731294	1579040	526935	470193	222740	693341	5469042	818129	1621015	142563	0	588731	0	0	0	1579040	0	209902	193838	0	123195	0	0	196915	0	273278	0	119299	0	0	0	0	0	103441	0	0	0	0	0	344005	0	349336	6549033	1830917	979484	1579040	564557	344005	1912760	1913319	447527	0	119299	0	168084	406817	4384832	1350416	9833800
FC	16254390	3143525	8351080	1221454	115592	0	0	165140	1278512	3143525	4331984	4019096	829132	392322	0	0	0	115592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165140	0	0	0	0	0	0	0	0	1278512	0	0	0	8304641	4411418	280732	1739363	1407320	110916	0	0	0	0	404651	120158	293948	1278512	829132	4839898	7162621
RJ	15598009	2476748	232252	0	713160	901229	2235285	4124692	2421019	2476748	232252	0	0	0	0	0	418561	294599	0	0	901229	0	0	0	0	0	1771470	106908	356907	0	0	0	3463969	0	660723	0	0	0	0	213891	841310	507236	717415	141167	0	2709000	1319790	6139478	948218	2773345	975381	732797	0	0	294173	671330	892416	4426531	3316649	2495237	1024925	2476748
BP	15427250	4386037	3762880	1130424	0	0	817789	1535886	348555	4386037	2347720	1415160	0	1130424	0	0	0	0	0	0	0	0	0	0	0	0	817789	0	0	0	0	0	1535886	0	0	0	0	0	0	348555	0	0	0	0	0	6733757	2545584	6147909	0	0	0	0	0	0	432575	876795	348555	1535886	817789	0	3478144	5801197
MH	15033898	1429165	4865976	1088882	110641	466209	2725471	444409	3153176	1429165	4865976	0	0	808408	280474	0	0	110641	0	0	262096	204113	0	0	0	2478044	247427	0	0	0	0	0	110951	333458	0	0	0	0	0	0	2886045	0	0	267131	0	6295141	3548548	953606	3779170	0	190302	267131	0	0	0	122334	437333	5665342	842981	204113	6052156	1709639
HH	14730425	1057994	726896	543551	0	0	167765	6755400	1418559	1057994	311717	415179	0	387118	156433	0	0	0	0	0	0	0	0	0	0	0	167765	0	0	0	0	0	0	6755400	0	0	0	0	0	0	623924	794635	0	0	0	1369711	802297	324198	10937386	1185720	111113	0	0	0	0	3445388	271573	856110	7828913	0	698835	1629606
YH	14682887	133829	0	715636	0	4999879	3345490	813449	2526819	133829	0	0	715636	0	0	0	0	0	0	0	0	4999879	0	0	0	0	3345490	0	0	0	0	0	0	706146	107303	0	0	0	0	0	2307114	219705	0	0	0	849465	0	8556349	4038671	462820	775582	0	0	0	0	410380	1390613	2442926	4271341	5822818	0	133829
UJ	14548024	516170	121335	1401681	2760600	1720357	3028947	3834362	316188	516170	121335	0	0	1247885	153796	0	2097934	662666	0	311766	1107679	0	169920	130992	0	2916660	0	112287	0	0	0	1517315	1923804	0	0	393243	0	0	164330	0	0	0	151858	0	0	949271	9271572	2740266	418895	130992	545101	491927	0	0	219769	164330	1654003	5152230	1107679	2854006	2595049	800958
FG	14424524	746129	681091	0	0	2472372	1291641	2671973	120819	746129	324079	357012	0	0	0	0	0	0	0	0	2472372	0	0	0	0	1004008	287633	0	0	0	0	0	251082	2420891	0	0	0	0	0	0	120819	0	0	0	0	1070208	9713752	538715	3101849	0	0	0	0	0	0	0	0	1375909	5180896	0	324079	1103141
FD	13966832	1146162	7958233	2377285	0	0	1011027	254432	306449	1146162	7329102	629131	718160	1034591	624534	0	0	0	0	0	0	0	0	0	0	0	0	1011027	0	0	0	0	0	0	254432	0	0	0	0	0	0	306449	0	0	0	9193424	1663722	624534	1924271	560881	0	0	0	0	0	284796	115147	0	306449	1983619	8363693	2399827
